日期,产品,价格
2020年2月28日,菠萝,3
2020年2月29日,菠萝,2.8
2020年3月1日,菠萝,2.8
2020年3月2日,菠萝,2.8
2020年3月3日,菠萝,2.8
2020年3月4日,菠萝,2.5
2020年3月5日,菠萝,2.5
2020年3月6日,菠萝,2.4
2020年3月7日,菠萝,2.4
2020年3月8日,菠萝,2.4
2020年3月9日,菠萝,2.4
2020年3月10日,菠萝,2.4
2020年3月11日,菠萝,2.4
2020年3月12日,菠萝,2.6
2020年3月13日,菠萝,2.6
2020年3月14日,菠萝,2.6
2020年3月15日,菠萝,2.6
2020年3月16日,菠萝,2.6
2020年3月17日,菠萝,3.8
2020年3月18日,菠萝,4
2020年3月19日,菠萝,4
2020年3月20日,菠萝,4
2020年3月21日,菠萝,4
2020年3月22日,菠萝,3.8
2020年3月23日,菠萝,3.8
2020年3月24日,菠萝,3.8
2020年3月25日,菠萝,4
2020年3月26日,菠萝,3.8
2020年3月27日,菠萝,4
2020年3月28日,菠萝,3.8
2020年3月29日,菠萝,3.8
2020年3月30日,菠萝,3.2
2020年3月31日,菠萝,3.2
2020年4月1日,菠萝,3.2
2020年4月2日,菠萝,3.2
2020年4月4日,菠萝,3.2
2020年4月5日,菠萝,3.2
2020年4月6日,菠萝,3.2
2020年4月7日,菠萝,3
2020年4月8日,菠萝,3
2020年4月9日,菠萝,3
2020年4月10日,菠萝,3.6
2020年4月12日,菠萝,3.6
2020年4月13日,菠萝,3.8
2020年4月14日,菠萝,3.8
2020年4月15日,菠萝,3.8
2020年4月16日,菠萝,4.3
2020年4月17日,菠萝,4.3
2020年4月19日,菠萝,4.3
2020年4月20日,菠萝,4.2
2020年4月21日,菠萝,4.2
2020年4月22日,菠萝,3.8
2020年4月23日,菠萝,3.8
2020年4月24日,菠萝,3.8
2020年4月26日,菠萝,3.6
2020年4月27日,菠萝,3
2020年4月28日,菠萝,3
2020年4月29日,菠萝,3.2
2020年4月30日,菠萝,3.2
2020年5月1日,菠萝,3.2
2020年5月2日,菠萝,9
2020年5月4日,菠萝,3.4
2020年5月5日,菠萝,3.7
2020年5月6日,菠萝,3.4
2020年5月7日,菠萝,3.6
2020年5月8日,菠萝,3.6
2020年5月9日,菠萝,3.6
2020年5月11日,菠萝,2.8
2020年5月12日,菠萝,3
2020年5月13日,菠萝,2.7
2020年5月14日,菠萝,4
2020年5月15日,菠萝,4
2020年5月16日,菠萝,4.2
2020年5月17日,菠萝,4
2020年5月18日,菠萝,4.2
2020年5月19日,菠萝,4.2
2020年5月20日,菠萝,3.4
2020年9月7日,菠萝,7
2020年9月8日,菠萝,7
2020年9月9日,菠萝,7
2020年9月10日,菠萝,7
2020年9月14日,菠萝,6
2020年9月15日,菠萝,6
2020年9月16日,菠萝,6
2020年9月17日,菠萝,5.5
2020年9月18日,菠萝,5.5
2020年9月19日,菠萝,5.5
2020年9月20日,菠萝,5.5
2020年9月21日,菠萝,5.5
2020年9月22日,菠萝,5.5
2020年9月23日,菠萝,5.5
2020年9月24日,菠萝,5.5
2020年9月25日,菠萝,5.5
2020年9月27日,菠萝,5.5
2020年9月28日,菠萝,7
2020年9月29日,菠萝,7
2020年9月30日,菠萝,7
2020年10月1日,菠萝,7
2020年10月2日,菠萝,7
2020年10月3日,菠萝,7
2020年10月4日,菠萝,7
2020年10月5日,菠萝,7
2020年10月6日,菠萝,7
2020年10月7日,菠萝,7
2020年10月8日,菠萝,7
2020年10月12日,菠萝,7
2020年10月13日,菠萝,7
2020年10月14日,菠萝,7
2020年10月16日,菠萝,7
2020年10月18日,菠萝,7
2020年10月19日,菠萝,9
2020年10月20日,菠萝,9
2020年10月21日,菠萝,7
2020年10月22日,菠萝,7
2020年10月23日,菠萝,7
2020年10月24日,菠萝,7
2020年10月25日,菠萝,7
2020年10月27日,菠萝,9
2020年10月28日,菠萝,9
2020年10月29日,菠萝,7
2020年10月30日,菠萝,7
2020年10月31日,菠萝,7
2020年11月2日,菠萝,9
2020年11月3日,菠萝,7
2020年11月4日,菠萝,7
2020年11月5日,菠萝,7
2020年11月6日,菠萝,9
2020年11月8日,菠萝,7
2020年11月10日,菠萝,9
2020年11月11日,菠萝,7
2020年11月12日,菠萝,9
2020年11月13日,菠萝,7
2020年11月14日,菠萝,7
2020年11月15日,菠萝,7
2020年11月16日,菠萝,7
2020年11月17日,菠萝,7
2020年11月18日,菠萝,7
2020年11月19日,菠萝,7
2020年11月20日,菠萝,7
2020年11月21日,菠萝,7
2020年11月22日,菠萝,7
2020年11月23日,菠萝,7
2020年11月24日,菠萝,7
2020年11月26日,菠萝,7
2020年11月27日,菠萝,7
2020年11月28日,菠萝,7
2020年11月30日,菠萝,7
2020年12月1日,菠萝,7
2020年12月2日,菠萝,8
2020年12月3日,菠萝,8
2020年12月4日,菠萝,8
2020年12月5日,菠萝,8
2020年12月7日,菠萝,8
2020年12月8日,菠萝,8
2020年12月9日,菠萝,8
2020年12月10日,菠萝,8
2020年12月11日,菠萝,7.3
2020年12月12日,菠萝,7.1
2020年12月13日,菠萝,7.1
2020年12月14日,菠萝,7.1
2020年12月15日,菠萝,7
2020年12月17日,菠萝,7
2020年12月18日,菠萝,7
2020年12月19日,菠萝,7
2020年12月20日,菠萝,7
2020年12月21日,菠萝,6.8
2020年12月22日,菠萝,6.8
2020年12月23日,菠萝,6.8
2020年12月24日,菠萝,6.8
2020年12月26日,菠萝,6.8
2020年12月28日,菠萝,6.8
2020年12月29日,菠萝,6.6
2020年12月30日,菠萝,6.6
2020年12月31日,菠萝,6.6
2021年1月1日,菠萝,6.6
2021年1月4日,菠萝,6.5
2021年1月5日,菠萝,6.6
2021年1月6日,菠萝,7
2021年1月7日,菠萝,7
2021年1月8日,菠萝,7
2021年1月9日,菠萝,6.8
2021年1月10日,菠萝,6.8
2021年1月11日,菠萝,6.8
2021年1月12日,菠萝,6.8
2021年1月13日,菠萝,6.8
2021年1月15日,菠萝,6.8
2021年1月18日,菠萝,6.8
2021年1月19日,菠萝,6.8
2021年1月20日,菠萝,6.8
2021年1月22日,菠萝,7.3
2021年1月23日,菠萝,7.3
2021年1月25日,菠萝,7.3
2021年1月26日,菠萝,7.3
2021年1月27日,菠萝,7.3
2021年1月29日,菠萝,7.3
2021年1月30日,菠萝,7.5
2021年1月31日,菠萝,7.5
2021年2月1日,菠萝,7
2021年2月2日,菠萝,7.3
2021年2月3日,菠萝,7.3
2021年2月4日,菠萝,7.2
2021年2月5日,菠萝,7.7
2021年2月6日,菠萝,10
2021年2月7日,菠萝,7.2
2021年2月8日,菠萝,7.7
2021年2月9日,菠萝,7.7
2021年2月10日,菠萝,7.7
2021年2月11日,菠萝,7.7
2021年2月18日,菠萝,7.7
2021年2月19日,菠萝,7.7
2021年2月20日,菠萝,7.7
2021年2月21日,菠萝,7.7
2021年2月22日,菠萝,7.7
2021年2月23日,菠萝,10.1
2021年2月24日,菠萝,10.1
2021年2月25日,菠萝,10
2021年2月26日,菠萝,8.5
2021年2月27日,菠萝,10
2021年2月28日,菠萝,10.1
2021年3月1日,菠萝,10.6
2021年3月2日,菠萝,10.6
2021年3月3日,菠萝,10.6
2021年3月4日,菠萝,10.6
2021年3月5日,菠萝,10.6
2021年3月8日,菠萝,10.6
2021年3月9日,菠萝,10.6
2021年3月10日,菠萝,10.6
2021年3月12日,菠萝,10.6
2021年3月16日,菠萝,10.6
2021年3月17日,菠萝,8.6
2021年3月18日,菠萝,8.6
2021年3月19日,菠萝,8.6
2021年3月20日,菠萝,8.6
2021年3月22日,菠萝,8.6
2021年3月23日,菠萝,8.6
2021年3月24日,菠萝,8.6
2021年3月25日,菠萝,8.6
2021年3月26日,菠萝,7.8
2021年3月27日,菠萝,7.8
2021年3月29日,菠萝,8.8
2021年3月30日,菠萝,8.8
2021年3月31日,菠萝,8.8
2021年4月1日,菠萝,8.8
2021年4月2日,菠萝,8.8
2021年4月3日,菠萝,8.8
2021年4月5日,菠萝,8.8
2021年4月6日,菠萝,3.8
2021年4月7日,菠萝,3.8
2021年4月8日,菠萝,3.8
2021年4月9日,菠萝,3.8
2021年4月10日,菠萝,3.8
2021年4月11日,菠萝,3.8
2021年4月12日,菠萝,3.8
2021年4月13日,菠萝,3.8
2021年4月14日,菠萝,7.1
2021年4月15日,菠萝,6.6
2021年4月16日,菠萝,6.6
2021年4月18日,菠萝,6.4
2021年4月19日,菠萝,6.6
2021年4月20日,菠萝,6.8
2021年4月21日,菠萝,6.6
2021年4月22日,菠萝,6.7
2021年4月23日,菠萝,6.7
2021年4月25日,菠萝,6.4
2021年4月26日,菠萝,6.4
2021年4月27日,菠萝,6.4
2021年4月28日,菠萝,3.4
2021年4月29日,菠萝,6.6
2021年4月30日,菠萝,6.8
2021年5月1日,菠萝,6.8
2021年5月2日,菠萝,6.8
2021年5月3日,菠萝,6.8
2021年5月4日,菠萝,6.8
2021年5月5日,菠萝,6.8
2021年5月6日,菠萝,6.8
2021年5月7日,菠萝,6.2
2021年5月8日,菠萝,6.1
2021年5月9日,菠萝,3.4
2021年5月10日,菠萝,3.4
2021年5月11日,菠萝,3.4
2021年5月12日,菠萝,3.4
2021年5月13日,菠萝,3
2021年5月14日,菠萝,3
2021年5月15日,菠萝,3
2021年5月17日,菠萝,3
2021年5月20日,菠萝,3
2021年5月21日,菠萝,2.1
2021年5月22日,菠萝,2.1
2021年5月23日,菠萝,2.1
2021年5月24日,菠萝,2.4
2021年5月25日,菠萝,2.4
2021年5月26日,菠萝,2.4
2021年5月27日,菠萝,2.3
2021年5月30日,菠萝,2.2
2021年5月31日,菠萝,2.2
2021年6月1日,菠萝,2.2
2021年6月2日,菠萝,2.2
2021年6月3日,菠萝,2.2
2021年6月4日,菠萝,2.8
2021年6月5日,菠萝,2.8
2021年6月7日,菠萝,3.8
2021年6月8日,菠萝,3.8
2021年6月10日,菠萝,3.8
2021年6月11日,菠萝,3.8
2021年6月12日,菠萝,3.8
2021年6月13日,菠萝,3.8
2021年6月14日,菠萝,3.8
2021年6月15日,菠萝,3.5
2021年6月16日,菠萝,3.5
2021年6月18日,菠萝,3.6
2021年6月19日,菠萝,3.6
2021年6月20日,菠萝,3.6
2021年6月21日,菠萝,3.4
2021年6月22日,菠萝,3.4
2021年7月27日,菠萝,10
2021年7月28日,菠萝,10
2021年7月29日,菠萝,10
2021年7月30日,菠萝,10
2021年8月1日,菠萝,10
2021年8月5日,菠萝,10
2021年8月6日,菠萝,10
2021年8月8日,菠萝,10
2021年8月9日,菠萝,10
2021年8月10日,菠萝,10
2021年8月11日,菠萝,10
2021年8月12日,菠萝,10
2021年8月13日,菠萝,11
2021年8月14日,菠萝,11
2021年8月16日,菠萝,11
2021年8月17日,菠萝,11.5
2021年8月18日,菠萝,11.5
2021年8月19日,菠萝,11.5
2021年8月20日,菠萝,11.5
2022年1月22日,菠萝,4.8
2022年1月23日,菠萝,4.8
2022年1月24日,菠萝,4.8
2022年1月25日,菠萝,4.8
2022年1月26日,菠萝,4.8
2022年1月27日,菠萝,4.8
2022年1月28日,菠萝,5
2022年1月29日,菠萝,5
2022年1月30日,菠萝,5
2022年1月31日,菠萝,5
2022年2月1日,菠萝,5
2022年2月7日,菠萝,4.8
2022年2月8日,菠萝,4.8
2022年2月9日,菠萝,4.4
2022年2月10日,菠萝,4.4
2022年2月11日,菠萝,4.4
2022年2月12日,菠萝,4.2
2022年2月13日,菠萝,4.2
2022年2月14日,菠萝,4.2
2022年2月15日,菠萝,4.2
2022年2月16日,菠萝,4.2
2022年2月17日,菠萝,4.2
2022年2月18日,菠萝,4.2
2022年2月20日,菠萝,4.6
2022年2月21日,菠萝,4.8
2022年2月23日,菠萝,4.8
2022年2月24日,菠萝,4
2022年2月25日,菠萝,3.8
2022年2月26日,菠萝,3.8
2022年2月27日,菠萝,3.8
2022年2月28日,菠萝,4.5
2022年3月1日,菠萝,4.2
2022年3月2日,菠萝,4.2
2022年3月3日,菠萝,4.2
2022年3月4日,菠萝,4.2
2022年3月6日,菠萝,4.2
2022年3月7日,菠萝,4.2
2022年3月8日,菠萝,4.2
2022年3月9日,菠萝,4
2022年3月10日,菠萝,4
2022年3月11日,菠萝,4
2022年3月12日,菠萝,4
2022年3月13日,菠萝,4.4
2022年3月14日,菠萝,4.4
2022年3月15日,菠萝,5
2022年3月16日,菠萝,5.1
2022年3月17日,菠萝,5.1
2022年3月18日,菠萝,5.2
2022年3月19日,菠萝,5.2
2022年3月20日,菠萝,5
2022年3月21日,菠萝,5
2022年3月22日,菠萝,5
2022年3月23日,菠萝,5
2022年3月24日,菠萝,5
2022年3月25日,菠萝,4.2
2022年3月28日,菠萝,4
2022年3月29日,菠萝,4
2022年3月30日,菠萝,3.6
2022年3月31日,菠萝,3.6
2022年4月1日,菠萝,3.6
2022年4月2日,菠萝,3.6
2022年4月3日,菠萝,3.6
2022年4月4日,菠萝,4.5
2022年4月5日,菠萝,4.6
2022年4月6日,菠萝,4.6
2022年4月7日,菠萝,4.6
2022年4月8日,菠萝,4.6
2022年4月9日,菠萝,5.2
2022年4月10日,菠萝,5.2
2022年4月11日,菠萝,5
2022年4月12日,菠萝,5
2022年4月13日,菠萝,5
2022年4月14日,菠萝,5.1
2022年4月15日,菠萝,5.1
2022年4月16日,菠萝,5.1
2022年4月17日,菠萝,5.1
2022年4月18日,菠萝,4.8
2022年4月19日,菠萝,4.8
2022年4月20日,菠萝,4.8
2022年4月21日,菠萝,4
2022年4月22日,菠萝,4
2022年4月23日,菠萝,4
2022年4月24日,菠萝,4
2022年4月25日,菠萝,4
2022年4月26日,菠萝,4
2022年4月28日,菠萝,4
2022年4月29日,菠萝,3
2022年4月30日,菠萝,3
2022年5月1日,菠萝,3.8
2022年5月2日,菠萝,3.8
2022年5月3日,菠萝,3.8
2022年5月5日,菠萝,3.5
2022年5月6日,菠萝,3.5
2022年5月7日,菠萝,3.5
2022年5月8日,菠萝,3.5
2022年5月9日,菠萝,3.5
2022年5月10日,菠萝,3.5
2022年5月11日,菠萝,3.5
2022年5月12日,菠萝,4
2022年5月13日,菠萝,4.5
2022年5月15日,菠萝,4.3
2022年5月16日,菠萝,4.3
2022年5月17日,菠萝,4.3
2022年5月18日,菠萝,4.3
2022年5月19日,菠萝,4.3
2022年5月20日,菠萝,4.3
2022年5月21日,菠萝,4.3
2022年5月22日,菠萝,4.3
2022年5月23日,菠萝,4.3
2022年5月25日,菠萝,4
2022年5月26日,菠萝,4
2022年5月27日,菠萝,4
2022年5月29日,菠萝,3.5
2022年5月30日,菠萝,3.4
2022年5月31日,菠萝,3.4
2022年6月1日,菠萝,3.4
2022年6月2日,菠萝,3.4
2022年6月5日,菠萝,3.5
2022年6月6日,菠萝,3.5
2022年6月7日,菠萝,3.5
2022年6月8日,菠萝,2.6
2022年6月9日,菠萝,2.2
2022年6月10日,菠萝,3.5
2022年6月13日,菠萝,3.5
2022年6月14日,菠萝,3.5
2022年6月15日,菠萝,3.5
2022年6月16日,菠萝,3.5
2022年6月17日,菠萝,3.5
2022年6月19日,菠萝,3.5
2023年2月3日,菠萝,3.2
2023年2月5日,菠萝,3.2
2023年2月6日,菠萝,3.2
2023年2月7日,菠萝,3.2
2023年2月8日,菠萝,3.2
2023年2月9日,菠萝,3.2
2023年2月10日,菠萝,3.2
2023年2月11日,菠萝,3.2
2023年2月12日,菠萝,3.2
2023年2月13日,菠萝,3.2
2023年2月14日,菠萝,3.2
2023年2月15日,菠萝,3.2
2023年2月16日,菠萝,3.2
2023年2月17日,菠萝,3.2
2023年2月18日,菠萝,3.2
2023年2月19日,菠萝,3.5
2023年2月20日,菠萝,3.5
2023年2月21日,菠萝,3.5
2023年2月22日,菠萝,3.5
2023年2月23日,菠萝,3.2
2023年2月24日,菠萝,3.2
2023年2月25日,菠萝,3.2
2023年2月26日,菠萝,3.2
2023年2月28日,菠萝,3.2
2023年3月1日,菠萝,3.2
2023年3月2日,菠萝,3.2
2023年3月3日,菠萝,3.2
2023年3月5日,菠萝,3.2
2023年3月6日,菠萝,3.3
2023年3月7日,菠萝,3.3
2023年3月8日,菠萝,3.3
2023年3月9日,菠萝,3.3
2023年3月10日,菠萝,3.3
2023年3月12日,菠萝,3.2
2023年3月13日,菠萝,3.4
2023年3月14日,菠萝,3.4
2023年3月15日,菠萝,3.4
2023年3月16日,菠萝,3.4
2023年3月26日,菠萝,3.5
2023年3月28日,菠萝,3.5
2023年3月29日,菠萝,3.5
2023年3月30日,菠萝,3.5
2023年3月31日,菠萝,3.5
2023年4月2日,菠萝,3.5
2023年4月3日,菠萝,2.7
2023年4月4日,菠萝,2.6
2023年4月5日,菠萝,2.6
2023年4月6日,菠萝,2.7
2023年4月9日,菠萝,2.7
2023年4月10日,菠萝,2.6
2023年4月11日,菠萝,2.6
2023年4月12日,菠萝,2.6
2023年4月13日,菠萝,2.6
2023年4月14日,菠萝,2.6
2023年4月16日,菠萝,2.6
2023年4月18日,菠萝,2.8
2023年4月19日,菠萝,2.8
2023年4月20日,菠萝,2.8
2023年4月21日,菠萝,2.8
2023年4月22日,菠萝,2.8
2023年4月23日,菠萝,2.8
2023年4月24日,菠萝,2.8
2023年4月25日,菠萝,2.8
2023年4月26日,菠萝,2.8
2023年4月28日,菠萝,2.8
2023年4月29日,菠萝,2.8
2023年4月30日,菠萝,2.8
2023年5月1日,菠萝,2.8
2023年5月3日,菠萝,2.8
2023年5月4日,菠萝,2.5
2023年5月5日,菠萝,3.5
2023年5月7日,菠萝,3.5
2023年5月8日,菠萝,4
2023年5月9日,菠萝,4
2023年5月10日,菠萝,4.5
2023年5月11日,菠萝,4.5
2023年5月12日,菠萝,4.5
2023年5月13日,菠萝,4.5
2023年5月15日,菠萝,4.5
2023年5月17日,菠萝,4.5
2023年5月18日,菠萝,4.5
2023年5月19日,菠萝,4.5
2023年5月20日,菠萝,4.5
2023年5月21日,菠萝,4.5
2023年5月23日,菠萝,4.5
2024年2月29日,菠萝,3.4
2024年3月1日,菠萝,3.4
2024年3月3日,菠萝,3.4
2024年3月4日,菠萝,3.4
2024年3月5日,菠萝,3.4
2024年3月7日,菠萝,3.4
2024年3月8日,菠萝,3.4
2024年3月9日,菠萝,3.4
2024年3月11日,菠萝,3.4
2024年3月12日,菠萝,3.4
2024年3月13日,菠萝,3.4
2024年3月14日,菠萝,3.4
2024年3月15日,菠萝,3.4
2024年3月17日,菠萝,2.8
2024年3月18日,菠萝,2.8
2024年3月19日,菠萝,2.8
2024年3月20日,菠萝,2.8
2024年3月21日,菠萝,2.8
2024年3月22日,菠萝,2.8
2024年3月23日,菠萝,2.8
2024年3月24日,菠萝,2.8
2024年3月25日,菠萝,2.8
2024年3月26日,菠萝,2.8
2024年3月27日,菠萝,2.8
2024年3月28日,菠萝,2.5
2024年3月29日,菠萝,2.5
2024年4月1日,菠萝,2.5
2024年4月3日,菠萝,2.5
2024年4月4日,菠萝,2.5
2024年4月5日,菠萝,2.5
2024年4月6日,菠萝,2.5
2024年4月7日,菠萝,2.5
2024年4月8日,菠萝,2.5
2024年4月9日,菠萝,2.5
2024年4月10日,菠萝,2.4
2024年4月11日,菠萝,2.4
2024年4月12日,菠萝,2.4
2024年4月14日,菠萝,2.4
2024年4月15日,菠萝,2.4
2024年4月16日,菠萝,2.6
2024年4月17日,菠萝,2.6
2024年4月18日,菠萝,2.6
2024年4月24日,菠萝,2.6
2024年4月29日,菠萝,4
2024年5月1日,菠萝,4
2024年5月5日,菠萝,4
2024年5月6日,菠萝,4
2024年5月7日,菠萝,4
2024年5月8日,菠萝,4
2024年5月9日,菠萝,3.7
2024年5月10日,菠萝,3.7
2024年5月13日,菠萝,3.7
2024年5月14日,菠萝,3.7
2024年5月15日,菠萝,3.5
2024年5月18日,菠萝,3.5
2024年5月22日,菠萝,3.5
2024年5月23日,菠萝,3.5
2024年5月26日,菠萝,3.5
2024年5月27日,菠萝,3.5
2024年5月28日,菠萝,3.5
2024年5月29日,菠萝,3.5
2025年3月11日,菠萝,4.5
2025年3月12日,菠萝,4.5
2025年3月14日,菠萝,4.8
2025年3月16日,菠萝,4.5
2025年3月17日,菠萝,4.5
2025年3月19日,菠萝,4.5
2025年3月20日,菠萝,4.5
2025年3月22日,菠萝,4.5
2025年3月23日,菠萝,4.5
2025年3月25日,菠萝,4.5
2025年3月27日,菠萝,4.5
2025年3月28日,菠萝,4.5
2025年3月30日,菠萝,4.5
2025年4月1日,菠萝,4.5
2025年4月2日,菠萝,4.5
2025年4月3日,菠萝,4.5
2025年4月4日,菠萝,4.5
2025年4月6日,菠萝,4.5
2025年4月7日,菠萝,4.5
2025年4月8日,菠萝,4.5
2025年4月9日,菠萝,4.5
2025年4月10日,菠萝,4.5
