日期,产品,价格
2022年10月5日,巨峰葡萄,7
2022年10月6日,巨峰葡萄,7.5
2022年10月8日,巨峰葡萄,7.5
2022年10月10日,巨峰葡萄,7.5
2022年10月18日,巨峰葡萄,6.5
2022年10月28日,巨峰葡萄,8
2022年10月29日,巨峰葡萄,8
2022年11月1日,巨峰葡萄,8.5
2022年11月2日,巨峰葡萄,8.5
2022年11月4日,巨峰葡萄,8.5
2022年11月5日,巨峰葡萄,8.5
2022年11月6日,巨峰葡萄,8.5
2022年11月7日,巨峰葡萄,8.5
2022年11月8日,巨峰葡萄,8.5
2022年11月10日,巨峰葡萄,8.5
2022年11月11日,巨峰葡萄,8.5
2022年11月12日,巨峰葡萄,9
2022年11月15日,巨峰葡萄,9
2022年11月16日,巨峰葡萄,9
2022年11月17日,巨峰葡萄,9
2022年11月18日,巨峰葡萄,9
2022年11月19日,巨峰葡萄,9
2022年11月20日,巨峰葡萄,9
2022年11月21日,巨峰葡萄,9
2022年11月22日,巨峰葡萄,9
2022年11月23日,巨峰葡萄,9
2022年11月24日,巨峰葡萄,9
2022年11月25日,巨峰葡萄,9
2022年11月26日,巨峰葡萄,9
2022年11月27日,巨峰葡萄,9
2022年11月28日,巨峰葡萄,9
2022年12月12日,巨峰葡萄,9.5
2022年12月13日,巨峰葡萄,9.5
2022年12月14日,巨峰葡萄,9
2022年12月15日,巨峰葡萄,9
2022年12月17日,巨峰葡萄,9
2022年12月19日,巨峰葡萄,9
2022年12月20日,巨峰葡萄,9
2022年12月21日,巨峰葡萄,9
2022年12月22日,巨峰葡萄,9
2022年12月23日,巨峰葡萄,9
2022年12月24日,巨峰葡萄,9
2022年12月25日,巨峰葡萄,9
2022年12月26日,巨峰葡萄,9
2022年12月27日,巨峰葡萄,11
2022年12月28日,巨峰葡萄,11
2022年12月29日,巨峰葡萄,11
2023年1月1日,巨峰葡萄,9.5
2023年1月2日,巨峰葡萄,9.5
2023年1月3日,巨峰葡萄,9.5
2023年1月4日,巨峰葡萄,9.5
2023年1月5日,巨峰葡萄,9.5
2023年1月6日,巨峰葡萄,9.5
2023年1月7日,巨峰葡萄,9.5
2023年1月8日,巨峰葡萄,9.5
2023年1月9日,巨峰葡萄,9.5
2023年1月10日,巨峰葡萄,9.5
2023年1月11日,巨峰葡萄,9.5
2023年1月12日,巨峰葡萄,9.5
2023年1月13日,巨峰葡萄,9.5
2023年1月14日,巨峰葡萄,9.3
2023年1月16日,巨峰葡萄,10
2023年1月17日,巨峰葡萄,10
2023年1月18日,巨峰葡萄,10
2023年1月19日,巨峰葡萄,11
2023年1月20日,巨峰葡萄,11
2023年1月21日,巨峰葡萄,11
2023年1月24日,巨峰葡萄,11
2023年1月28日,巨峰葡萄,10
2023年1月29日,巨峰葡萄,10
2023年1月30日,巨峰葡萄,10
2023年1月31日,巨峰葡萄,10
2023年2月1日,巨峰葡萄,10
2023年2月2日,巨峰葡萄,10.5
2023年2月3日,巨峰葡萄,10.5
2023年2月5日,巨峰葡萄,10.5
2023年2月6日,巨峰葡萄,10.5
2023年2月7日,巨峰葡萄,10.5
2023年2月8日,巨峰葡萄,11
2023年2月9日,巨峰葡萄,11.5
2023年2月10日,巨峰葡萄,11.5
2023年2月11日,巨峰葡萄,11.5
2023年2月12日,巨峰葡萄,11.5
2023年2月13日,巨峰葡萄,11.5
2023年2月14日,巨峰葡萄,11.5
2023年2月15日,巨峰葡萄,11.5
2023年2月16日,巨峰葡萄,13
2023年2月17日,巨峰葡萄,13
2023年2月18日,巨峰葡萄,13
2023年2月19日,巨峰葡萄,13
2023年2月20日,巨峰葡萄,13
2023年2月21日,巨峰葡萄,13.5
2023年2月22日,巨峰葡萄,13
2023年2月23日,巨峰葡萄,13
2023年2月24日,巨峰葡萄,13
2023年2月25日,巨峰葡萄,14
2023年2月26日,巨峰葡萄,14
2023年2月28日,巨峰葡萄,14
2023年3月1日,巨峰葡萄,14
2023年3月2日,巨峰葡萄,14
2023年3月3日,巨峰葡萄,14
2023年3月5日,巨峰葡萄,14
2023年3月6日,巨峰葡萄,14
2023年3月7日,巨峰葡萄,14
2023年3月8日,巨峰葡萄,14
2023年3月9日,巨峰葡萄,14
2023年3月10日,巨峰葡萄,14
2023年3月12日,巨峰葡萄,14
2023年3月13日,巨峰葡萄,14
2023年3月14日,巨峰葡萄,14.5
2023年3月15日,巨峰葡萄,14.5
2023年3月16日,巨峰葡萄,14.5
2023年3月19日,巨峰葡萄,14.5
2023年3月20日,巨峰葡萄,14.5
2023年3月21日,巨峰葡萄,14.5
2023年3月22日,巨峰葡萄,14.5
2023年3月26日,巨峰葡萄,14.5
2023年3月28日,巨峰葡萄,14.5
2023年3月29日,巨峰葡萄,14.5
2023年3月30日,巨峰葡萄,14.5
2023年3月31日,巨峰葡萄,14.5
2023年4月2日,巨峰葡萄,14.5
2023年4月3日,巨峰葡萄,14.5
2023年4月4日,巨峰葡萄,14.5
2023年4月5日,巨峰葡萄,14.5
2023年4月6日,巨峰葡萄,14.5
2023年4月9日,巨峰葡萄,14.5
2023年4月10日,巨峰葡萄,14.5
2023年4月11日,巨峰葡萄,14.5
2023年4月12日,巨峰葡萄,14.5
2023年4月13日,巨峰葡萄,14.5
2023年4月14日,巨峰葡萄,14.5
2023年4月16日,巨峰葡萄,14.5
2023年4月18日,巨峰葡萄,14.5
2023年4月19日,巨峰葡萄,14.5
2023年4月20日,巨峰葡萄,14.5
2023年4月21日,巨峰葡萄,14.5
2023年4月22日,巨峰葡萄,14.5
2023年4月23日,巨峰葡萄,14.5
2023年4月24日,巨峰葡萄,14.5
2023年6月9日,巨峰葡萄,15
2023年6月11日,巨峰葡萄,15
2023年6月12日,巨峰葡萄,15
2023年6月13日,巨峰葡萄,15
2023年6月14日,巨峰葡萄,15
2023年6月15日,巨峰葡萄,15
2023年6月17日,巨峰葡萄,15
2023年6月18日,巨峰葡萄,15
2023年6月19日,巨峰葡萄,15
2023年6月20日,巨峰葡萄,15
2023年6月21日,巨峰葡萄,15
2023年6月22日,巨峰葡萄,15
2023年6月23日,巨峰葡萄,15
2023年6月24日,巨峰葡萄,15
2023年6月25日,巨峰葡萄,15
2023年6月26日,巨峰葡萄,15
2023年6月27日,巨峰葡萄,15
2023年6月28日,巨峰葡萄,14.5
2023年6月29日,巨峰葡萄,14.5
2023年6月30日,巨峰葡萄,14.5
2023年7月1日,巨峰葡萄,15
2023年7月2日,巨峰葡萄,15
2023年7月3日,巨峰葡萄,15
2023年7月4日,巨峰葡萄,15
2023年7月5日,巨峰葡萄,15
2023年7月6日,巨峰葡萄,15
2023年7月7日,巨峰葡萄,15
2023年7月8日,巨峰葡萄,14.5
2023年7月9日,巨峰葡萄,14.5
2023年7月10日,巨峰葡萄,14.5
2023年7月11日,巨峰葡萄,14.5
2023年7月12日,巨峰葡萄,14.5
2023年7月13日,巨峰葡萄,14.5
2023年7月14日,巨峰葡萄,14.5
2023年7月15日,巨峰葡萄,14.5
2023年7月16日,巨峰葡萄,14.5
2023年7月17日,巨峰葡萄,14.5
2023年7月18日,巨峰葡萄,14.5
2023年7月20日,巨峰葡萄,14.5
2023年7月21日,巨峰葡萄,14.5
2023年7月22日,巨峰葡萄,14
2023年7月24日,巨峰葡萄,14
2023年7月25日,巨峰葡萄,14
2023年7月26日,巨峰葡萄,14
2023年7月27日,巨峰葡萄,14
2023年7月28日,巨峰葡萄,13
2023年7月30日,巨峰葡萄,13
2023年7月31日,巨峰葡萄,12
2023年8月1日,巨峰葡萄,11
2023年8月3日,巨峰葡萄,10
2023年8月4日,巨峰葡萄,10
2023年8月6日,巨峰葡萄,10
2023年8月8日,巨峰葡萄,10
2023年8月9日,巨峰葡萄,10
2023年8月10日,巨峰葡萄,10
2023年8月11日,巨峰葡萄,10
2023年8月12日,巨峰葡萄,10
2023年8月14日,巨峰葡萄,10
2023年8月15日,巨峰葡萄,10
2023年8月16日,巨峰葡萄,10
2023年8月17日,巨峰葡萄,10
2023年8月18日,巨峰葡萄,10
2023年8月19日,巨峰葡萄,10
2023年8月21日,巨峰葡萄,10
2023年8月22日,巨峰葡萄,10
2023年8月23日,巨峰葡萄,10
2023年8月24日,巨峰葡萄,10
2023年8月25日,巨峰葡萄,10
2023年8月26日,巨峰葡萄,10
2023年8月28日,巨峰葡萄,10
2023年8月29日,巨峰葡萄,10.5
2023年8月30日,巨峰葡萄,10.5
2023年8月31日,巨峰葡萄,10
2023年9月1日,巨峰葡萄,10
2023年9月3日,巨峰葡萄,10
2023年9月4日,巨峰葡萄,10
2023年9月5日,巨峰葡萄,10
2023年9月7日,巨峰葡萄,10
2023年9月8日,巨峰葡萄,10
2023年9月9日,巨峰葡萄,10
2023年9月11日,巨峰葡萄,10
2023年9月12日,巨峰葡萄,10
2023年9月13日,巨峰葡萄,10
2023年9月14日,巨峰葡萄,10
2023年9月15日,巨峰葡萄,10
2023年9月16日,巨峰葡萄,10
2023年9月17日,巨峰葡萄,10
2023年9月18日,巨峰葡萄,10
2023年9月19日,巨峰葡萄,10.5
2023年9月20日,巨峰葡萄,10.5
2023年9月21日,巨峰葡萄,10.5
2023年9月22日,巨峰葡萄,10.5
2023年9月24日,巨峰葡萄,8
2023年9月25日,巨峰葡萄,8
2023年9月26日,巨峰葡萄,8
2023年9月27日,巨峰葡萄,8
2023年9月28日,巨峰葡萄,8
2023年10月1日,巨峰葡萄,11
2023年10月2日,巨峰葡萄,11
2023年10月3日,巨峰葡萄,11
2023年10月4日,巨峰葡萄,11
2023年10月5日,巨峰葡萄,11
2023年10月6日,巨峰葡萄,11
2023年10月7日,巨峰葡萄,11
2023年10月8日,巨峰葡萄,11
2023年10月9日,巨峰葡萄,11
2023年10月10日,巨峰葡萄,9.5
2023年10月11日,巨峰葡萄,9.5
2023年10月12日,巨峰葡萄,9.5
2023年10月13日,巨峰葡萄,9.5
2023年10月14日,巨峰葡萄,9.5
2023年10月15日,巨峰葡萄,9.5
2023年10月16日,巨峰葡萄,9
2023年10月17日,巨峰葡萄,9
2023年10月18日,巨峰葡萄,9
2023年10月19日,巨峰葡萄,9
2023年10月20日,巨峰葡萄,9
2023年10月22日,巨峰葡萄,9
2023年10月24日,巨峰葡萄,9
2023年10月25日,巨峰葡萄,9
2023年10月26日,巨峰葡萄,9
2023年10月27日,巨峰葡萄,9
2023年10月30日,巨峰葡萄,9
2023年10月31日,巨峰葡萄,10.5
2023年11月1日,巨峰葡萄,10.5
2023年11月2日,巨峰葡萄,10.5
2023年11月3日,巨峰葡萄,10.5
2023年11月4日,巨峰葡萄,10.5
2023年11月5日,巨峰葡萄,10.5
2023年11月6日,巨峰葡萄,11
2023年11月7日,巨峰葡萄,11
2023年11月8日,巨峰葡萄,11
2023年11月9日,巨峰葡萄,11
2023年11月10日,巨峰葡萄,11
2023年11月11日,巨峰葡萄,11
2023年11月12日,巨峰葡萄,11
2023年11月13日,巨峰葡萄,11
2023年11月14日,巨峰葡萄,11
2023年11月15日,巨峰葡萄,11
2023年11月16日,巨峰葡萄,11
2023年11月17日,巨峰葡萄,11
2023年11月18日,巨峰葡萄,11
2023年11月19日,巨峰葡萄,11
2023年11月20日,巨峰葡萄,11
2023年11月21日,巨峰葡萄,11
2023年11月22日,巨峰葡萄,11
2023年11月23日,巨峰葡萄,11
2023年11月24日,巨峰葡萄,11
2023年11月26日,巨峰葡萄,10.5
2023年11月27日,巨峰葡萄,10.5
2023年11月28日,巨峰葡萄,10.5
2023年11月29日,巨峰葡萄,10.5
2023年11月30日,巨峰葡萄,9
2023年12月1日,巨峰葡萄,9
2023年12月2日,巨峰葡萄,9
2023年12月4日,巨峰葡萄,9
2023年12月5日,巨峰葡萄,9
2023年12月6日,巨峰葡萄,8.5
2023年12月7日,巨峰葡萄,8.5
2023年12月8日,巨峰葡萄,8.5
2023年12月9日,巨峰葡萄,8.5
2023年12月10日,巨峰葡萄,8.5
2023年12月11日,巨峰葡萄,8.5
2023年12月12日,巨峰葡萄,8.5
2023年12月13日,巨峰葡萄,9
2023年12月14日,巨峰葡萄,9
2023年12月15日,巨峰葡萄,9
2023年12月17日,巨峰葡萄,9
2023年12月18日,巨峰葡萄,9
2023年12月19日,巨峰葡萄,9
2023年12月20日,巨峰葡萄,9
2023年12月21日,巨峰葡萄,8.5
2023年12月22日,巨峰葡萄,8.5
2023年12月23日,巨峰葡萄,8.5
2023年12月25日,巨峰葡萄,8.5
2023年12月26日,巨峰葡萄,8.5
2023年12月27日,巨峰葡萄,8.5
2023年12月28日,巨峰葡萄,8.5
2023年12月29日,巨峰葡萄,9
2023年12月31日,巨峰葡萄,9
2024年12月26日,巨峰葡萄,10
2024年12月30日,巨峰葡萄,10
2024年12月31日,巨峰葡萄,10
2025年1月2日,巨峰葡萄,10
2025年1月3日,巨峰葡萄,10
2025年1月5日,巨峰葡萄,10
2025年1月6日,巨峰葡萄,10
2025年1月7日,巨峰葡萄,10
2025年1月8日,巨峰葡萄,10
2025年1月9日,巨峰葡萄,10
2025年1月10日,巨峰葡萄,10
2025年1月12日,巨峰葡萄,10
2025年1月14日,巨峰葡萄,10
2025年1月15日,巨峰葡萄,10
2025年1月16日,巨峰葡萄,10
2025年1月17日,巨峰葡萄,10
2025年1月18日,巨峰葡萄,10
2025年1月20日,巨峰葡萄,10
2025年1月24日,巨峰葡萄,10
2025年1月25日,巨峰葡萄,10
2025年1月26日,巨峰葡萄,10
2025年1月28日,巨峰葡萄,10
2025年1月29日,巨峰葡萄,10
2025年1月30日,巨峰葡萄,10
2025年2月2日,巨峰葡萄,10
2025年2月3日,巨峰葡萄,10
2025年2月4日,巨峰葡萄,10
2025年2月6日,巨峰葡萄,10
2025年2月7日,巨峰葡萄,10
2025年2月8日,巨峰葡萄,10
2025年2月9日,巨峰葡萄,10
2025年2月10日,巨峰葡萄,10
2025年2月11日,巨峰葡萄,10
2025年2月12日,巨峰葡萄,10
2025年2月13日,巨峰葡萄,10
2025年2月14日,巨峰葡萄,10
2025年2月16日,巨峰葡萄,10
2025年2月17日,巨峰葡萄,10
2025年2月21日,巨峰葡萄,10
2025年2月22日,巨峰葡萄,10
2025年2月23日,巨峰葡萄,10
2025年2月24日,巨峰葡萄,10
2025年2月25日,巨峰葡萄,10
2025年2月26日,巨峰葡萄,10
2025年2月27日,巨峰葡萄,10
2025年2月28日,巨峰葡萄,10
2025年3月1日,巨峰葡萄,10
2025年3月2日,巨峰葡萄,10
2025年3月3日,巨峰葡萄,10
2025年3月4日,巨峰葡萄,10
2025年3月5日,巨峰葡萄,10
2025年3月6日,巨峰葡萄,10
2025年3月7日,巨峰葡萄,10
2025年3月9日,巨峰葡萄,10
2025年3月10日,巨峰葡萄,10
2025年3月11日,巨峰葡萄,10
2025年3月12日,巨峰葡萄,10
2025年3月14日,巨峰葡萄,10
2025年3月16日,巨峰葡萄,10
2025年3月17日,巨峰葡萄,10
2025年3月19日,巨峰葡萄,10
2025年3月20日,巨峰葡萄,10
2025年3月22日,巨峰葡萄,10
2025年3月23日,巨峰葡萄,10
2025年3月25日,巨峰葡萄,10
2025年3月27日,巨峰葡萄,10
2025年3月28日,巨峰葡萄,10
2025年3月30日,巨峰葡萄,10
2025年4月1日,巨峰葡萄,10
2025年4月2日,巨峰葡萄,10
2025年4月3日,巨峰葡萄,10
2025年4月4日,巨峰葡萄,10
2025年4月6日,巨峰葡萄,10
2025年4月7日,巨峰葡萄,10
2025年4月8日,巨峰葡萄,10
2025年4月9日,巨峰葡萄,10
2025年4月10日,巨峰葡萄,10
